,place_name,review,rating,0
7913,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
7915,비엔나커피하우스 서울숲역점,친절해요,49.0,True
7919,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
7922,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
7935,훔볼트,커피가 맛있어요,239.0,True
7936,훔볼트,디저트가 맛있어요,251.0,True
7939,훔볼트,인테리어가 멋져요,128.0,True
7940,훔볼트,매장이 청결해요,71.0,True
7942,훔볼트,음료가 맛있어요,91.0,True
7958,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
7961,업사이드커피 뚝섬점,친절해요,53.0,True
7963,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
7965,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
7967,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
7981,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
7982,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
7985,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
7986,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
7988,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
8004,카페온화 성수점,커피가 맛있어요,31.0,True
8005,카페온화 성수점,디저트가 맛있어요,42.0,True
8009,카페온화 성수점,매장이 청결해요,23.0,True
8011,카페온화 성수점,음료가 맛있어요,20.0,True
8019,카페온화 성수점,좌석이 편해요,18.0,True
8027,오우드,커피가 맛있어요,262.0,True
8028,오우드,디저트가 맛있어요,323.0,True
8031,오우드,인테리어가 멋져요,192.0,True
8032,오우드,매장이 청결해요,118.0,True
8034,오우드,음료가 맛있어요,122.0,True
8050,카페노티드 성수,커피가 맛있어요,249.0,True
8051,카페노티드 성수,디저트가 맛있어요,1978.0,True
8053,카페노티드 성수,친절해요,537.0,True
8055,카페노티드 성수,매장이 청결해요,334.0,True
8059,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
8073,하루노유키,커피가 맛있어요,47.0,True
8075,하루노유키,빵이 맛있어요,98.0,True
8076,하루노유키,친절해요,54.0,True
8080,하루노유키,음료가 맛있어요,48.0,True
8082,하루노유키,특별한 메뉴가 있어요,63.0,True
8096,마크69,커피가 맛있어요,115.0,True
8097,마크69,디저트가 맛있어요,49.0,True
8100,마크69,인테리어가 멋져요,104.0,True
8103,마크69,음료가 맛있어요,53.0,True
8106,마크69,대화하기 좋아요,46.0,True
8122,맛차차,친절해요,29.0,True
8123,맛차차,인테리어가 멋져요,24.0,True
8125,맛차차,뷰가 좋아요,31.0,True
8126,맛차차,음료가 맛있어요,40.0,True
8128,맛차차,특별한 메뉴가 있어요,31.0,True
8142,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
8145,아이오쓰리 성수사거리점,친절해요,76.0,True
8146,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
8147,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
8149,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
8165,브라운팟,커피가 맛있어요,190.0,True
8166,브라운팟,디저트가 맛있어요,188.0,True
8168,브라운팟,친절해요,90.0,True
8172,브라운팟,음료가 맛있어요,65.0,True
8174,브라운팟,특별한 메뉴가 있어요,58.0,True
8188,플디 성수점,커피가 맛있어요,26.0,True
8189,플디 성수점,디저트가 맛있어요,68.0,True
8191,플디 성수점,친절해요,27.0,True
8195,플디 성수점,음료가 맛있어요,22.0,True
8197,플디 성수점,특별한 메뉴가 있어요,24.0,True
8212,카페노티드 피치스,디저트가 맛있어요,954.0,True
8214,카페노티드 피치스,친절해요,231.0,True
8215,카페노티드 피치스,인테리어가 멋져요,480.0,True
8219,카페노티드 피치스,사진이 잘 나와요,244.0,True
8220,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
8257,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
8258,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
8260,비엔나커피하우스 서울숲역점,친절해요,49.0,True
8264,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
8267,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
8280,훔볼트,커피가 맛있어요,239.0,True
8281,훔볼트,디저트가 맛있어요,251.0,True
8284,훔볼트,인테리어가 멋져요,128.0,True
8285,훔볼트,매장이 청결해요,71.0,True
8287,훔볼트,음료가 맛있어요,91.0,True
8303,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
8306,업사이드커피 뚝섬점,친절해요,53.0,True
8308,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
8310,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
8312,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
8326,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
8327,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
8330,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
8331,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
8333,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
8349,카페온화 성수점,커피가 맛있어요,31.0,True
8350,카페온화 성수점,디저트가 맛있어요,42.0,True
8354,카페온화 성수점,매장이 청결해요,23.0,True
8356,카페온화 성수점,음료가 맛있어요,20.0,True
8364,카페온화 성수점,좌석이 편해요,18.0,True
8372,오우드,커피가 맛있어요,262.0,True
8373,오우드,디저트가 맛있어요,323.0,True
8376,오우드,인테리어가 멋져요,192.0,True
8377,오우드,매장이 청결해요,118.0,True
8379,오우드,음료가 맛있어요,122.0,True
8395,카페노티드 성수,커피가 맛있어요,249.0,True
8396,카페노티드 성수,디저트가 맛있어요,1978.0,True
8398,카페노티드 성수,친절해요,537.0,True
8400,카페노티드 성수,매장이 청결해요,334.0,True
8404,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
8418,하루노유키,커피가 맛있어요,47.0,True
8420,하루노유키,빵이 맛있어요,98.0,True
8421,하루노유키,친절해요,54.0,True
8425,하루노유키,음료가 맛있어요,48.0,True
8427,하루노유키,특별한 메뉴가 있어요,63.0,True
8441,마크69,커피가 맛있어요,115.0,True
8442,마크69,디저트가 맛있어요,49.0,True
8445,마크69,인테리어가 멋져요,104.0,True
8448,마크69,음료가 맛있어요,53.0,True
8451,마크69,대화하기 좋아요,46.0,True
8467,맛차차,친절해요,29.0,True
8468,맛차차,인테리어가 멋져요,24.0,True
8470,맛차차,뷰가 좋아요,31.0,True
8471,맛차차,음료가 맛있어요,40.0,True
8473,맛차차,특별한 메뉴가 있어요,31.0,True
8487,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
8490,아이오쓰리 성수사거리점,친절해요,76.0,True
8491,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
8492,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
8494,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
8510,브라운팟,커피가 맛있어요,190.0,True
8511,브라운팟,디저트가 맛있어요,188.0,True
8513,브라운팟,친절해요,90.0,True
8517,브라운팟,음료가 맛있어요,65.0,True
8519,브라운팟,특별한 메뉴가 있어요,58.0,True
8533,플디 성수점,커피가 맛있어요,26.0,True
8534,플디 성수점,디저트가 맛있어요,68.0,True
8536,플디 성수점,친절해요,27.0,True
8540,플디 성수점,음료가 맛있어요,22.0,True
8542,플디 성수점,특별한 메뉴가 있어요,24.0,True
8557,카페노티드 피치스,디저트가 맛있어요,954.0,True
8559,카페노티드 피치스,친절해요,231.0,True
8560,카페노티드 피치스,인테리어가 멋져요,480.0,True
8564,카페노티드 피치스,사진이 잘 나와요,244.0,True
8565,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
8602,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
8603,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
8605,비엔나커피하우스 서울숲역점,친절해요,49.0,True
8609,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
8612,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
8625,훔볼트,커피가 맛있어요,239.0,True
8626,훔볼트,디저트가 맛있어요,251.0,True
8629,훔볼트,인테리어가 멋져요,128.0,True
8630,훔볼트,매장이 청결해요,71.0,True
8632,훔볼트,음료가 맛있어요,91.0,True
8648,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
8651,업사이드커피 뚝섬점,친절해요,53.0,True
8653,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
8655,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
8657,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
8671,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
8672,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
8675,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
8676,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
8678,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
8694,카페온화 성수점,커피가 맛있어요,31.0,True
8695,카페온화 성수점,디저트가 맛있어요,42.0,True
8699,카페온화 성수점,매장이 청결해요,23.0,True
8701,카페온화 성수점,음료가 맛있어요,20.0,True
8709,카페온화 성수점,좌석이 편해요,18.0,True
8717,오우드,커피가 맛있어요,262.0,True
8718,오우드,디저트가 맛있어요,323.0,True
8721,오우드,인테리어가 멋져요,192.0,True
8722,오우드,매장이 청결해요,118.0,True
8724,오우드,음료가 맛있어요,122.0,True
8740,카페노티드 성수,커피가 맛있어요,249.0,True
8741,카페노티드 성수,디저트가 맛있어요,1978.0,True
8743,카페노티드 성수,친절해요,537.0,True
8745,카페노티드 성수,매장이 청결해요,334.0,True
8749,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
8763,하루노유키,커피가 맛있어요,47.0,True
8765,하루노유키,빵이 맛있어요,98.0,True
8766,하루노유키,친절해요,54.0,True
8770,하루노유키,음료가 맛있어요,48.0,True
8772,하루노유키,특별한 메뉴가 있어요,63.0,True
8786,마크69,커피가 맛있어요,115.0,True
8787,마크69,디저트가 맛있어요,49.0,True
8790,마크69,인테리어가 멋져요,104.0,True
8793,마크69,음료가 맛있어요,53.0,True
8796,마크69,대화하기 좋아요,46.0,True
8812,맛차차,친절해요,29.0,True
8813,맛차차,인테리어가 멋져요,24.0,True
8815,맛차차,뷰가 좋아요,31.0,True
8816,맛차차,음료가 맛있어요,40.0,True
8818,맛차차,특별한 메뉴가 있어요,31.0,True
8832,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
8835,아이오쓰리 성수사거리점,친절해요,76.0,True
8836,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
8837,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
8839,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
8855,브라운팟,커피가 맛있어요,190.0,True
8856,브라운팟,디저트가 맛있어요,188.0,True
8858,브라운팟,친절해요,90.0,True
8862,브라운팟,음료가 맛있어요,65.0,True
8864,브라운팟,특별한 메뉴가 있어요,58.0,True
8878,플디 성수점,커피가 맛있어요,26.0,True
8879,플디 성수점,디저트가 맛있어요,68.0,True
8881,플디 성수점,친절해요,27.0,True
8885,플디 성수점,음료가 맛있어요,22.0,True
8887,플디 성수점,특별한 메뉴가 있어요,24.0,True
8902,카페노티드 피치스,디저트가 맛있어요,954.0,True
8904,카페노티드 피치스,친절해요,231.0,True
8905,카페노티드 피치스,인테리어가 멋져요,480.0,True
8909,카페노티드 피치스,사진이 잘 나와요,244.0,True
8910,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
8947,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
8948,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
8950,비엔나커피하우스 서울숲역점,친절해요,49.0,True
8954,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
8957,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
8970,훔볼트,커피가 맛있어요,239.0,True
8971,훔볼트,디저트가 맛있어요,251.0,True
8974,훔볼트,인테리어가 멋져요,128.0,True
8975,훔볼트,매장이 청결해요,71.0,True
8977,훔볼트,음료가 맛있어요,91.0,True
8993,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
8996,업사이드커피 뚝섬점,친절해요,53.0,True
8998,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
9000,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
9002,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
9016,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
9017,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
9020,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
9021,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
9023,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
9039,카페온화 성수점,커피가 맛있어요,31.0,True
9040,카페온화 성수점,디저트가 맛있어요,42.0,True
9044,카페온화 성수점,매장이 청결해요,23.0,True
9046,카페온화 성수점,음료가 맛있어요,20.0,True
9054,카페온화 성수점,좌석이 편해요,18.0,True
9062,오우드,커피가 맛있어요,262.0,True
9063,오우드,디저트가 맛있어요,323.0,True
9066,오우드,인테리어가 멋져요,192.0,True
9067,오우드,매장이 청결해요,118.0,True
9069,오우드,음료가 맛있어요,122.0,True
9085,카페노티드 성수,커피가 맛있어요,249.0,True
9086,카페노티드 성수,디저트가 맛있어요,1978.0,True
9088,카페노티드 성수,친절해요,537.0,True
9090,카페노티드 성수,매장이 청결해요,334.0,True
9094,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
9108,하루노유키,커피가 맛있어요,47.0,True
9110,하루노유키,빵이 맛있어요,98.0,True
9111,하루노유키,친절해요,54.0,True
9115,하루노유키,음료가 맛있어요,48.0,True
9117,하루노유키,특별한 메뉴가 있어요,63.0,True
9131,마크69,커피가 맛있어요,115.0,True
9132,마크69,디저트가 맛있어요,49.0,True
9135,마크69,인테리어가 멋져요,104.0,True
9138,마크69,음료가 맛있어요,53.0,True
9141,마크69,대화하기 좋아요,46.0,True
9157,맛차차,친절해요,29.0,True
9158,맛차차,인테리어가 멋져요,24.0,True
9160,맛차차,뷰가 좋아요,31.0,True
9161,맛차차,음료가 맛있어요,40.0,True
9163,맛차차,특별한 메뉴가 있어요,31.0,True
9177,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
9180,아이오쓰리 성수사거리점,친절해요,76.0,True
9181,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
9182,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
9184,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
9200,브라운팟,커피가 맛있어요,190.0,True
9201,브라운팟,디저트가 맛있어요,188.0,True
9203,브라운팟,친절해요,90.0,True
9207,브라운팟,음료가 맛있어요,65.0,True
9209,브라운팟,특별한 메뉴가 있어요,58.0,True
9223,플디 성수점,커피가 맛있어요,26.0,True
9224,플디 성수점,디저트가 맛있어요,68.0,True
9226,플디 성수점,친절해요,27.0,True
9230,플디 성수점,음료가 맛있어요,22.0,True
9232,플디 성수점,특별한 메뉴가 있어요,24.0,True
9247,카페노티드 피치스,디저트가 맛있어요,954.0,True
9249,카페노티드 피치스,친절해요,231.0,True
9250,카페노티드 피치스,인테리어가 멋져요,480.0,True
9254,카페노티드 피치스,사진이 잘 나와요,244.0,True
9255,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
9292,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
9293,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
9295,비엔나커피하우스 서울숲역점,친절해요,49.0,True
9299,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
9302,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
9315,훔볼트,커피가 맛있어요,239.0,True
9316,훔볼트,디저트가 맛있어요,251.0,True
9319,훔볼트,인테리어가 멋져요,128.0,True
9320,훔볼트,매장이 청결해요,71.0,True
9322,훔볼트,음료가 맛있어요,91.0,True
9338,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
9341,업사이드커피 뚝섬점,친절해요,53.0,True
9343,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
9345,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
9347,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
9361,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
9362,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
9365,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
9366,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
9368,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
9384,카페온화 성수점,커피가 맛있어요,31.0,True
9385,카페온화 성수점,디저트가 맛있어요,42.0,True
9389,카페온화 성수점,매장이 청결해요,23.0,True
9391,카페온화 성수점,음료가 맛있어요,20.0,True
9399,카페온화 성수점,좌석이 편해요,18.0,True
9407,오우드,커피가 맛있어요,262.0,True
9408,오우드,디저트가 맛있어요,323.0,True
9411,오우드,인테리어가 멋져요,192.0,True
9412,오우드,매장이 청결해요,118.0,True
9414,오우드,음료가 맛있어요,122.0,True
9430,카페노티드 성수,커피가 맛있어요,249.0,True
9431,카페노티드 성수,디저트가 맛있어요,1978.0,True
9433,카페노티드 성수,친절해요,537.0,True
9435,카페노티드 성수,매장이 청결해요,334.0,True
9439,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
9453,하루노유키,커피가 맛있어요,47.0,True
9455,하루노유키,빵이 맛있어요,98.0,True
9456,하루노유키,친절해요,54.0,True
9460,하루노유키,음료가 맛있어요,48.0,True
9462,하루노유키,특별한 메뉴가 있어요,63.0,True
9476,마크69,커피가 맛있어요,115.0,True
9477,마크69,디저트가 맛있어요,49.0,True
9480,마크69,인테리어가 멋져요,104.0,True
9483,마크69,음료가 맛있어요,53.0,True
9486,마크69,대화하기 좋아요,46.0,True
9502,맛차차,친절해요,29.0,True
9503,맛차차,인테리어가 멋져요,24.0,True
9505,맛차차,뷰가 좋아요,31.0,True
9506,맛차차,음료가 맛있어요,40.0,True
9508,맛차차,특별한 메뉴가 있어요,31.0,True
9522,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
9525,아이오쓰리 성수사거리점,친절해요,76.0,True
9526,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
9527,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
9529,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
9545,브라운팟,커피가 맛있어요,190.0,True
9546,브라운팟,디저트가 맛있어요,188.0,True
9548,브라운팟,친절해요,90.0,True
9552,브라운팟,음료가 맛있어요,65.0,True
9554,브라운팟,특별한 메뉴가 있어요,58.0,True
9568,플디 성수점,커피가 맛있어요,26.0,True
9569,플디 성수점,디저트가 맛있어요,68.0,True
9571,플디 성수점,친절해요,27.0,True
9575,플디 성수점,음료가 맛있어요,22.0,True
9577,플디 성수점,특별한 메뉴가 있어요,24.0,True
9592,카페노티드 피치스,디저트가 맛있어요,954.0,True
9594,카페노티드 피치스,친절해요,231.0,True
9595,카페노티드 피치스,인테리어가 멋져요,480.0,True
9599,카페노티드 피치스,사진이 잘 나와요,244.0,True
9600,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
9637,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
9638,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
9640,비엔나커피하우스 서울숲역점,친절해요,49.0,True
9644,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
9647,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
9660,훔볼트,커피가 맛있어요,239.0,True
9661,훔볼트,디저트가 맛있어요,251.0,True
9664,훔볼트,인테리어가 멋져요,128.0,True
9665,훔볼트,매장이 청결해요,71.0,True
9667,훔볼트,음료가 맛있어요,91.0,True
9683,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
9686,업사이드커피 뚝섬점,친절해요,53.0,True
9688,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
9690,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
9692,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
9706,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
9707,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
9710,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
9711,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
9713,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
9729,카페온화 성수점,커피가 맛있어요,31.0,True
9730,카페온화 성수점,디저트가 맛있어요,42.0,True
9734,카페온화 성수점,매장이 청결해요,23.0,True
9736,카페온화 성수점,음료가 맛있어요,20.0,True
9744,카페온화 성수점,좌석이 편해요,18.0,True
9752,오우드,커피가 맛있어요,262.0,True
9753,오우드,디저트가 맛있어요,323.0,True
9756,오우드,인테리어가 멋져요,192.0,True
9757,오우드,매장이 청결해요,118.0,True
9759,오우드,음료가 맛있어요,122.0,True
9775,카페노티드 성수,커피가 맛있어요,249.0,True
9776,카페노티드 성수,디저트가 맛있어요,1978.0,True
9778,카페노티드 성수,친절해요,537.0,True
9780,카페노티드 성수,매장이 청결해요,334.0,True
9784,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
9798,하루노유키,커피가 맛있어요,47.0,True
9800,하루노유키,빵이 맛있어요,98.0,True
9801,하루노유키,친절해요,54.0,True
9805,하루노유키,음료가 맛있어요,48.0,True
9807,하루노유키,특별한 메뉴가 있어요,63.0,True
9821,마크69,커피가 맛있어요,115.0,True
9822,마크69,디저트가 맛있어요,49.0,True
9825,마크69,인테리어가 멋져요,104.0,True
9828,마크69,음료가 맛있어요,53.0,True
9831,마크69,대화하기 좋아요,46.0,True
9847,맛차차,친절해요,29.0,True
9848,맛차차,인테리어가 멋져요,24.0,True
9850,맛차차,뷰가 좋아요,31.0,True
9851,맛차차,음료가 맛있어요,40.0,True
9853,맛차차,특별한 메뉴가 있어요,31.0,True
9867,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
9870,아이오쓰리 성수사거리점,친절해요,76.0,True
9871,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
9872,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
9874,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
9890,브라운팟,커피가 맛있어요,190.0,True
9891,브라운팟,디저트가 맛있어요,188.0,True
9893,브라운팟,친절해요,90.0,True
9897,브라운팟,음료가 맛있어요,65.0,True
9899,브라운팟,특별한 메뉴가 있어요,58.0,True
9913,플디 성수점,커피가 맛있어요,26.0,True
9914,플디 성수점,디저트가 맛있어요,68.0,True
9916,플디 성수점,친절해요,27.0,True
9920,플디 성수점,음료가 맛있어요,22.0,True
9922,플디 성수점,특별한 메뉴가 있어요,24.0,True
9937,카페노티드 피치스,디저트가 맛있어요,954.0,True
9939,카페노티드 피치스,친절해요,231.0,True
9940,카페노티드 피치스,인테리어가 멋져요,480.0,True
9944,카페노티드 피치스,사진이 잘 나와요,244.0,True
9945,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
9982,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
9983,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
9985,비엔나커피하우스 서울숲역점,친절해요,49.0,True
9989,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
9992,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
10005,훔볼트,커피가 맛있어요,239.0,True
10006,훔볼트,디저트가 맛있어요,251.0,True
10009,훔볼트,인테리어가 멋져요,128.0,True
10010,훔볼트,매장이 청결해요,71.0,True
10012,훔볼트,음료가 맛있어요,91.0,True
10028,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
10031,업사이드커피 뚝섬점,친절해요,53.0,True
10033,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
10035,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
10037,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
10051,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
10052,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
10055,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
10056,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
10058,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
10074,카페온화 성수점,커피가 맛있어요,31.0,True
10075,카페온화 성수점,디저트가 맛있어요,42.0,True
10079,카페온화 성수점,매장이 청결해요,23.0,True
10081,카페온화 성수점,음료가 맛있어요,20.0,True
10089,카페온화 성수점,좌석이 편해요,18.0,True
10097,오우드,커피가 맛있어요,262.0,True
10098,오우드,디저트가 맛있어요,323.0,True
10101,오우드,인테리어가 멋져요,192.0,True
10102,오우드,매장이 청결해요,118.0,True
10104,오우드,음료가 맛있어요,122.0,True
10120,카페노티드 성수,커피가 맛있어요,249.0,True
10121,카페노티드 성수,디저트가 맛있어요,1978.0,True
10123,카페노티드 성수,친절해요,537.0,True
10125,카페노티드 성수,매장이 청결해요,334.0,True
10129,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
10143,하루노유키,커피가 맛있어요,47.0,True
10145,하루노유키,빵이 맛있어요,98.0,True
10146,하루노유키,친절해요,54.0,True
10150,하루노유키,음료가 맛있어요,48.0,True
10152,하루노유키,특별한 메뉴가 있어요,63.0,True
10166,마크69,커피가 맛있어요,115.0,True
10167,마크69,디저트가 맛있어요,49.0,True
10170,마크69,인테리어가 멋져요,104.0,True
10173,마크69,음료가 맛있어요,53.0,True
10176,마크69,대화하기 좋아요,46.0,True
10192,맛차차,친절해요,29.0,True
10193,맛차차,인테리어가 멋져요,24.0,True
10195,맛차차,뷰가 좋아요,31.0,True
10196,맛차차,음료가 맛있어요,40.0,True
10198,맛차차,특별한 메뉴가 있어요,31.0,True
10212,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
10215,아이오쓰리 성수사거리점,친절해요,76.0,True
10216,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
10217,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
10219,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
10235,브라운팟,커피가 맛있어요,190.0,True
10236,브라운팟,디저트가 맛있어요,188.0,True
10238,브라운팟,친절해요,90.0,True
10242,브라운팟,음료가 맛있어요,65.0,True
10244,브라운팟,특별한 메뉴가 있어요,58.0,True
10258,플디 성수점,커피가 맛있어요,26.0,True
10259,플디 성수점,디저트가 맛있어요,68.0,True
10261,플디 성수점,친절해요,27.0,True
10265,플디 성수점,음료가 맛있어요,22.0,True
10267,플디 성수점,특별한 메뉴가 있어요,24.0,True
10282,카페노티드 피치스,디저트가 맛있어요,954.0,True
10284,카페노티드 피치스,친절해요,231.0,True
10285,카페노티드 피치스,인테리어가 멋져요,480.0,True
10289,카페노티드 피치스,사진이 잘 나와요,244.0,True
10290,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
10327,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
10328,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
10330,비엔나커피하우스 서울숲역점,친절해요,49.0,True
10334,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
10337,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
10350,훔볼트,커피가 맛있어요,239.0,True
10351,훔볼트,디저트가 맛있어요,251.0,True
10354,훔볼트,인테리어가 멋져요,128.0,True
